county,precinct,office,district,party,candidate,total_votes
Banks,Bushville,U.S. House,9,Democrat,Tambrei Cash,84
Banks,Golden Hill,U.S. House,9,Republican,Andrew Clyde,589
Banks,Davids,U.S. House,9,Republican,Andrew Clyde,1285
Banks,Wilmonts,U.S. House,9,Republican,Andrew Clyde,480
Banks,Poplar Springs,U.S. House,9,Republican,Andrew Clyde,1260
Banks,Homer,U.S. House,9,Republican,Andrew Clyde,1091
Banks,Washington,U.S. House,9,Republican,Andrew Clyde,535
Banks,Columbia,U.S. House,9,Republican,Andrew Clyde,276
Banks,Anderson,U.S. House,9,Republican,Andrew Clyde,1052
Banks,Berlin,U.S. House,9,Republican,Andrew Clyde,537
Banks,Baldwin,U.S. House,9,Republican,Andrew Clyde,585
Banks,Hollingsworth,U.S. House,9,Republican,Andrew Clyde,487
Banks,Grove River,U.S. House,9,Republican,Andrew Clyde,465
Banks,Bushville,U.S. House,9,Republican,Andrew Clyde,650
Barrow,16,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,5589
Barrow,08,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,5056
Barrow,05,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,6200
Barrow,03,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,4077
Barrow,04,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,2302
Barrow,01,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,2470
Barrow,13,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,6442
Barrow,02,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,5018
Barrow,13,President,,Democrat,Kamala D. Harris,2905
Barrow,01,President,,Democrat,Kamala D. Harris,745
Barrow,02,President,,Democrat,Kamala D. Harris,1267
Barrow,03,President,,Democrat,Kamala D. Harris,1405
Barrow,08,President,,Democrat,Kamala D. Harris,1406
Barrow,04,President,,Democrat,Kamala D. Harris,637
Barrow,05,President,,Democrat,Kamala D. Harris,2092
Barrow,16,President,,Democrat,Kamala D. Harris,2492
Barrow,02,President,,Green,Jill Stein,6
Barrow,03,President,,Green,Jill Stein,13
Barrow,13,President,,Green,Jill Stein,12
Barrow,01,President,,Green,Jill Stein,2
Barrow,16,President,,Green,Jill Stein,8
Barrow,08,President,,Green,Jill Stein,10
Barrow,04,President,,Green,Jill Stein,10
Barrow,05,President,,Green,Jill Stein,11
Barrow,13,President,,Libertarian,Chase Oliver,34
Barrow,04,President,,Libertarian,Chase Oliver,10
Barrow,08,President,,Libertarian,Chase Oliver,21
Barrow,05,President,,Libertarian,Chase Oliver,30
Barrow,16,President,,Libertarian,Chase Oliver,34
Barrow,03,President,,Libertarian,Chase Oliver,21
Barrow,02,President,,Libertarian,Chase Oliver,25
Barrow,01,President,,Libertarian,Chase Oliver,8
Barrow,01,President,,Republican,Donald J. Trump,2104
Barrow,03,President,,Republican,Donald J. Trump,3411
Barrow,13,President,,Republican,Donald J. Trump,5004
Barrow,16,President,,Republican,Donald J. Trump,4238
Barrow,08,President,,Republican,Donald J. Trump,4371
Barrow,05,President,,Republican,Donald J. Trump,5115
Barrow,04,President,,Republican,Donald J. Trump,2002
Barrow,02,President,,Republican,Donald J. Trump,4485
Barrow,16,State House,104,Republican,Chuck Efstration,3511
Barrow,01,State House,104,Republican,Chuck Efstration,0
Barrow,03,State House,104,Republican,Chuck Efstration,4048
Barrow,04,State House,104,Republican,Chuck Efstration,2285
Barrow,08,State House,119,Republican,Holt Persinger,5043
Barrow,16,State House,119,Republican,Holt Persinger,2047
Barrow,01,State House,119,Republican,Holt Persinger,2451
Barrow,05,State House,119,Republican,Holt Persinger,3925
Barrow,13,State House,119,Republican,Holt Persinger,6350
Barrow,02,State House,119,Republican,Holt Persinger,4982
Barrow,05,State House,120,Democrat,Andrew Ferguson,748
Barrow,05,State House,120,Republican,Houston Gaines,1846
Barrow,02,State Senate,45,Republican,Clint Dixon,4982
Barrow,04,State Senate,45,Republican,Clint Dixon,2288
Barrow,03,State Senate,45,Republican,Clint Dixon,4047
Barrow,13,State Senate,45,Republican,Clint Dixon,5318
Barrow,16,State Senate,46,Democrat,Gareth Fenley,2353
Barrow,13,State Senate,46,Democrat,Gareth Fenley,564
Barrow,01,State Senate,46,Democrat,Gareth Fenley,8
Barrow,16,State Senate,46,Republican,Bill Cowsert,4327
Barrow,01,State Senate,46,Republican,Bill Cowsert,46
Barrow,13,State Senate,46,Republican,Bill Cowsert,796
Barrow,08,State Senate,47,Democrat,Conolus Scott,1262
Barrow,05,State Senate,47,Democrat,Conolus Scott,1876
Barrow,01,State Senate,47,Democrat,Conolus Scott,667
Barrow,01,State Senate,47,Republican,Frank Ginn,2078
Barrow,05,State Senate,47,Republican,Frank Ginn,5216
Barrow,08,State Senate,47,Republican,Frank Ginn,4406
Barrow,08,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1301
Barrow,05,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1907
Barrow,13,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",2680
Barrow,16,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",2383
Barrow,04,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",609
Barrow,03,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1307
Barrow,02,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1156
Barrow,01,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",689
Barrow,08,U.S. House,10,Republican,Mike Collins,4404
Barrow,16,U.S. House,10,Republican,Mike Collins,4329
Barrow,01,U.S. House,10,Republican,Mike Collins,2141
Barrow,13,U.S. House,10,Republican,Mike Collins,5083
Barrow,05,U.S. House,10,Republican,Mike Collins,5215
Barrow,04,U.S. House,10,Republican,Mike Collins,1996
Barrow,03,U.S. House,10,Republican,Mike Collins,3428
Barrow,02,U.S. House,10,Republican,Mike Collins,4519
Bartow,Adairsville,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",5016
Bartow,Hamilton Crossing,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",4424
Bartow,Cassville,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2636
Bartow,Mission Road,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2771
Bartow,White,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2009
Bartow,Cartersville East,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",4000
Bartow,Allatoona,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2467
Bartow,Center,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2771
Bartow,Pine Log,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",1635
Bartow,Kingston,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2101
Bartow,Emerson,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",1933
Bartow,Taylorsville,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",2271
Bartow,Zena Drive,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",3504
Bartow,Euharlee,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",3764
Bartow,Woodland,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",1176
Bartow,Folsom,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",1056
Bartow,Cartersville West,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",5567
Bartow,Kingston,President,,Democrat,Kamala D. Harris,433
Bartow,Center,President,,Democrat,Kamala D. Harris,615
Bartow,Folsom,President,,Democrat,Kamala D. Harris,119
Bartow,Taylorsville,President,,Democrat,Kamala D. Harris,237
Bartow,Adairsville,President,,Democrat,Kamala D. Harris,1212
Bartow,Hamilton Crossing,President,,Democrat,Kamala D. Harris,1272
Bartow,Euharlee,President,,Democrat,Kamala D. Harris,972
Bartow,Allatoona,President,,Democrat,Kamala D. Harris,870
Bartow,Zena Drive,President,,Democrat,Kamala D. Harris,1459
Bartow,Cartersville West,President,,Democrat,Kamala D. Harris,1890
Bartow,Woodland,President,,Democrat,Kamala D. Harris,319
Bartow,Cartersville East,President,,Democrat,Kamala D. Harris,1701
Bartow,Emerson,President,,Democrat,Kamala D. Harris,491
Bartow,Mission Road,President,,Democrat,Kamala D. Harris,886
Bartow,Pine Log,President,,Democrat,Kamala D. Harris,215
Bartow,Cassville,President,,Democrat,Kamala D. Harris,933
Bartow,White,President,,Democrat,Kamala D. Harris,318
Bartow,Zena Drive,President,,Green,Jill Stein,8
Bartow,Adairsville,President,,Green,Jill Stein,12
Bartow,Hamilton Crossing,President,,Green,Jill Stein,2
Bartow,Pine Log,President,,Green,Jill Stein,0
Bartow,Mission Road,President,,Green,Jill Stein,7
Bartow,Kingston,President,,Green,Jill Stein,1
Bartow,Woodland,President,,Green,Jill Stein,3
Bartow,Folsom,President,,Green,Jill Stein,3
Bartow,Euharlee,President,,Green,Jill Stein,5
Bartow,Emerson,President,,Green,Jill Stein,5
Bartow,Center,President,,Green,Jill Stein,10
Bartow,Cassville,President,,Green,Jill Stein,8
Bartow,Cartersville West,President,,Green,Jill Stein,13
Bartow,White,President,,Green,Jill Stein,2
Bartow,Cartersville East,President,,Green,Jill Stein,9
Bartow,Allatoona,President,,Green,Jill Stein,3
Bartow,Taylorsville,President,,Green,Jill Stein,1
Bartow,Zena Drive,President,,Libertarian,Chase Oliver,22
Bartow,Euharlee,President,,Libertarian,Chase Oliver,21
Bartow,Cartersville West,President,,Libertarian,Chase Oliver,26
Bartow,Cartersville East,President,,Libertarian,Chase Oliver,30
Bartow,Allatoona,President,,Libertarian,Chase Oliver,13
Bartow,Adairsville,President,,Libertarian,Chase Oliver,19
Bartow,Kingston,President,,Libertarian,Chase Oliver,8
Bartow,Pine Log,President,,Libertarian,Chase Oliver,8
Bartow,Woodland,President,,Libertarian,Chase Oliver,6
Bartow,Hamilton Crossing,President,,Libertarian,Chase Oliver,18
Bartow,Mission Road,President,,Libertarian,Chase Oliver,9
Bartow,White,President,,Libertarian,Chase Oliver,17
Bartow,Center,President,,Libertarian,Chase Oliver,14
Bartow,Emerson,President,,Libertarian,Chase Oliver,9
Bartow,Cassville,President,,Libertarian,Chase Oliver,11
Bartow,Folsom,President,,Libertarian,Chase Oliver,4
Bartow,Taylorsville,President,,Libertarian,Chase Oliver,7
Bartow,Emerson,President,,Republican,Donald J. Trump,1731
Bartow,Euharlee,President,,Republican,Donald J. Trump,3352
Bartow,Woodland,President,,Republican,Donald J. Trump,1048
Bartow,Folsom,President,,Republican,Donald J. Trump,1040
Bartow,Allatoona,President,,Republican,Donald J. Trump,2103
Bartow,Cartersville West,President,,Republican,Donald J. Trump,4656
Bartow,Cartersville East,President,,Republican,Donald J. Trump,3173
Bartow,Cassville,President,,Republican,Donald J. Trump,2216
Bartow,Center,President,,Republican,Donald J. Trump,2518
Bartow,Mission Road,President,,Republican,Donald J. Trump,2390
Bartow,Adairsville,President,,Republican,Donald J. Trump,4539
Bartow,Hamilton Crossing,President,,Republican,Donald J. Trump,3956
Bartow,Zena Drive,President,,Republican,Donald J. Trump,2858
Bartow,Kingston,President,,Republican,Donald J. Trump,1971
Bartow,Taylorsville,President,,Republican,Donald J. Trump,2231
Bartow,White,President,,Republican,Donald J. Trump,1907
Bartow,Pine Log,President,,Republican,Donald J. Trump,1582
Bartow,Pine Log,State House,14,Republican,Mitchell L. Scoggins,1661
Bartow,Kingston,State House,14,Republican,Mitchell L. Scoggins,2124
Bartow,Folsom,State House,14,Republican,Mitchell L. Scoggins,1078
Bartow,Taylorsville,State House,14,Republican,Mitchell L. Scoggins,2294
Bartow,Cassville,State House,14,Republican,Mitchell L. Scoggins,2106
Bartow,White,State House,14,Republican,Mitchell L. Scoggins,1948
Bartow,Adairsville,State House,14,Republican,Mitchell L. Scoggins,5086
Bartow,Hamilton Crossing,State House,14,Republican,Mitchell L. Scoggins,4470
Bartow,Euharlee,State House,14,Republican,Mitchell L. Scoggins,3801
Bartow,Allatoona,State House,15,Republican,Matthew Gambill,2467
Bartow,Cassville,State House,15,Republican,Matthew Gambill,548
Bartow,White,State House,15,Republican,Matthew Gambill,103
Bartow,Zena Drive,State House,15,Republican,Matthew Gambill,3519
Bartow,Woodland,State House,15,Republican,Matthew Gambill,1181
Bartow,Mission Road,State House,15,Republican,Matthew Gambill,2801
Bartow,Emerson,State House,15,Republican,Matthew Gambill,1954
Bartow,Cartersville West,State House,15,Republican,Matthew Gambill,5646
Bartow,Cartersville East,State House,15,Republican,Matthew Gambill,4026
Bartow,Center,State House,15,Republican,Matthew Gambill,2787
Bartow,Emerson,State Senate,37,Democrat,Vanessa Ella Parker,435
Bartow,Cartersville West,State Senate,37,Democrat,Vanessa Ella Parker,16
Bartow,Allatoona,State Senate,37,Democrat,Vanessa Ella Parker,821
Bartow,Allatoona,State Senate,37,Republican,Ed Setzler,2077
Bartow,Emerson,State Senate,37,Republican,Ed Setzler,1756
Bartow,Cartersville West,State Senate,37,Republican,Ed Setzler,115
Bartow,Kingston,State Senate,52,Republican,Chuck Hufstetler,2108
Bartow,Mission Road,State Senate,52,Republican,Chuck Hufstetler,2777
Bartow,Pine Log,State Senate,52,Republican,Chuck Hufstetler,1637
Bartow,Folsom,State Senate,52,Republican,Chuck Hufstetler,1062
Bartow,Euharlee,State Senate,52,Republican,Chuck Hufstetler,3776
Bartow,Taylorsville,State Senate,52,Republican,Chuck Hufstetler,2284
Bartow,Center,State Senate,52,Republican,Chuck Hufstetler,2766
Bartow,Cartersville West,State Senate,52,Republican,Chuck Hufstetler,5430
Bartow,White,State Senate,52,Republican,Chuck Hufstetler,2008
Bartow,Cassville,State Senate,52,Republican,Chuck Hufstetler,2637
Bartow,Woodland,State Senate,52,Republican,Chuck Hufstetler,1168
Bartow,Hamilton Crossing,State Senate,52,Republican,Chuck Hufstetler,4425
Bartow,Zena Drive,State Senate,52,Republican,Chuck Hufstetler,3497
Bartow,Adairsville,State Senate,52,Republican,Chuck Hufstetler,5023
Bartow,Cartersville East,State Senate,52,Republican,Chuck Hufstetler,3983
Bartow,Pine Log,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",167
Bartow,Cassville,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",790
Bartow,Cartersville West,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",1525
Bartow,Euharlee,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",835
Bartow,Center,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",518
Bartow,Folsom,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",97
Bartow,Adairsville,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",1017
Bartow,Mission Road,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",787
Bartow,Woodland,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",285
Bartow,Hamilton Crossing,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",1069
Bartow,White,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",265
Bartow,Zena Drive,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",1255
Bartow,Allatoona,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",767
Bartow,Kingston,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",365
Bartow,Taylorsville,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",181
Bartow,Emerson,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",403
Bartow,Cartersville East,U.S. House,11,Democrat,"Katy ""Kate"" L. Stamper",1414
Bartow,Zena Drive,U.S. House,11,Republican,Barry Loudermilk,2930
Bartow,Cassville,U.S. House,11,Republican,Barry Loudermilk,2272
Bartow,Euharlee,U.S. House,11,Republican,Barry Loudermilk,3380
Bartow,Kingston,U.S. House,11,Republican,Barry Loudermilk,1980
Bartow,Mission Road,U.S. House,11,Republican,Barry Loudermilk,2425
Bartow,Pine Log,U.S. House,11,Republican,Barry Loudermilk,1599
Bartow,Taylorsville,U.S. House,11,Republican,Barry Loudermilk,2214
Bartow,Hamilton Crossing,U.S. House,11,Republican,Barry Loudermilk,3995
Bartow,White,U.S. House,11,Republican,Barry Loudermilk,1928
Bartow,Center,U.S. House,11,Republican,Barry Loudermilk,2573
Bartow,Cartersville West,U.S. House,11,Republican,Barry Loudermilk,4819
Bartow,Adairsville,U.S. House,11,Republican,Barry Loudermilk,4594
Bartow,Allatoona,U.S. House,11,Republican,Barry Loudermilk,2120
Bartow,Woodland,U.S. House,11,Republican,Barry Loudermilk,1058
Bartow,Cartersville East,U.S. House,11,Republican,Barry Loudermilk,3285
Bartow,Emerson,U.S. House,11,Republican,Barry Loudermilk,1759
Bartow,Folsom,U.S. House,11,Republican,Barry Loudermilk,1040
Ben Hill,East,President,,Democrat,Kamala D. Harris,2199
Ben Hill,East,President,,Green,Jill Stein,7
Ben Hill,East,President,,Libertarian,Chase Oliver,14
Ben Hill,East,President,,Republican,Donald J. Trump,4281
Ben Hill,East,State House,148,Republican,"Noel W. Williams, Jr.",1705
Ben Hill,East,State House,156,Republican,Leesa Hagan,3522
Ben Hill,East,State Senate,13,Republican,Carden H. Summers,5260
Ben Hill,East,U.S. House,8,Democrat,Darrius Butler,1895
Ben Hill,East,U.S. House,8,Republican,Austin Scott,4428
Berrien,Enigma,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,647
Berrien,West Berrien,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,734
Berrien,Ray City,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,1225
Berrien,Alapaha,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,749
Berrien,Nashville,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,3921
Berrien,Ray City,President,,Democrat,Kamala D. Harris,211
Berrien,West Berrien,President,,Democrat,Kamala D. Harris,72
Berrien,Enigma,President,,Democrat,Kamala D. Harris,85
Berrien,Alapaha,President,,Democrat,Kamala D. Harris,208
Berrien,Nashville,President,,Democrat,Kamala D. Harris,633
Berrien,Ray City,President,,Green,Jill Stein,1
Berrien,Enigma,President,,Green,Jill Stein,0
Berrien,Alapaha,President,,Green,Jill Stein,0
Berrien,Nashville,President,,Green,Jill Stein,2
Berrien,West Berrien,President,,Green,Jill Stein,0
Berrien,Nashville,President,,Libertarian,Chase Oliver,9
Berrien,West Berrien,President,,Libertarian,Chase Oliver,2
Berrien,Alapaha,President,,Libertarian,Chase Oliver,0
Berrien,Ray City,President,,Libertarian,Chase Oliver,3
Berrien,Enigma,President,,Libertarian,Chase Oliver,1
Berrien,Ray City,President,,Republican,Donald J. Trump,1142
Berrien,Nashville,President,,Republican,Donald J. Trump,3668
Berrien,Enigma,President,,Republican,Donald J. Trump,637
Berrien,Alapaha,President,,Republican,Donald J. Trump,658
Berrien,West Berrien,President,,Republican,Donald J. Trump,736
Berrien,Ray City,State House,170,Republican,Jaclyn Dixon Ford,1220
Berrien,West Berrien,State House,170,Republican,Jaclyn Dixon Ford,738
