candidate_party,county,race,vote_type,votes
DAVID SHAFER  (REP),Charlton,Lieutenant Governor - REP,Absentee by Mail,4
DAVID SHAFER  (REP),Chatham,Lieutenant Governor - REP,Absentee by Mail,93
DAVID SHAFER  (REP),Chattahoochee,Lieutenant Governor - REP,Absentee by Mail,1
DAVID SHAFER  (REP),Chattooga,Lieutenant Governor - REP,Absentee by Mail,11
DAVID SHAFER  (REP),Cherokee,Lieutenant Governor - REP,Absentee by Mail,236
DAVID SHAFER  (REP),Clarke,Lieutenant Governor - REP,Absentee by Mail,98
DAVID SHAFER  (REP),Clay,Lieutenant Governor - REP,Absentee by Mail,2
DAVID SHAFER  (REP),Clayton,Lieutenant Governor - REP,Absentee by Mail,61
DAVID SHAFER  (REP),Clinch,Lieutenant Governor - REP,Absentee by Mail,2
DAVID SHAFER  (REP),Cobb,Lieutenant Governor - REP,Absentee by Mail,1018
DAVID SHAFER  (REP),Coffee,Lieutenant Governor - REP,Absentee by Mail,7
DAVID SHAFER  (REP),Colquitt,Lieutenant Governor - REP,Absentee by Mail,16
DAVID SHAFER  (REP),Columbia,Lieutenant Governor - REP,Absentee by Mail,179
DAVID SHAFER  (REP),Cook,Lieutenant Governor - REP,Absentee by Mail,36
DAVID SHAFER  (REP),Coweta,Lieutenant Governor - REP,Absentee by Mail,192
DAVID SHAFER  (REP),Crawford,Lieutenant Governor - REP,Absentee by Mail,26
DAVID SHAFER  (REP),Crisp,Lieutenant Governor - REP,Absentee by Mail,35
DAVID SHAFER  (REP),Dade,Lieutenant Governor - REP,Absentee by Mail,0
DAVID SHAFER  (REP),Dawson,Lieutenant Governor - REP,Absentee by Mail,26
DAVID SHAFER  (REP),Decatur,Lieutenant Governor - REP,Absentee by Mail,17
DAVID SHAFER  (REP),DeKalb,Lieutenant Governor - REP,Absentee by Mail,381
DAVID SHAFER  (REP),Dodge,Lieutenant Governor - REP,Absentee by Mail,22
DAVID SHAFER  (REP),Dooly,Lieutenant Governor - REP,Absentee by Mail,7
DAVID SHAFER  (REP),Dougherty,Lieutenant Governor - REP,Absentee by Mail,29
DAVID SHAFER  (REP),Douglas,Lieutenant Governor - REP,Absentee by Mail,75
DAVID SHAFER  (REP),Early,Lieutenant Governor - REP,Absentee by Mail,12
DAVID SHAFER  (REP),Echols,Lieutenant Governor - REP,Absentee by Mail,2
DAVID SHAFER  (REP),Effingham,Lieutenant Governor - REP,Absentee by Mail,36
DAVID SHAFER  (REP),Elbert,Lieutenant Governor - REP,Absentee by Mail,31
DAVID SHAFER  (REP),Emanuel,Lieutenant Governor - REP,Absentee by Mail,19
DAVID SHAFER  (REP),Evans,Lieutenant Governor - REP,Absentee by Mail,20
DAVID SHAFER  (REP),Fannin,Lieutenant Governor - REP,Absentee by Mail,80
DAVID SHAFER  (REP),Fayette,Lieutenant Governor - REP,Absentee by Mail,78
DAVID SHAFER  (REP),Floyd,Lieutenant Governor - REP,Absentee by Mail,58
DAVID SHAFER  (REP),Forsyth,Lieutenant Governor - REP,Absentee by Mail,245
DAVID SHAFER  (REP),Franklin,Lieutenant Governor - REP,Absentee by Mail,64
DAVID SHAFER  (REP),Fulton,Lieutenant Governor - REP,Absentee by Mail,496
DAVID SHAFER  (REP),Gilmer,Lieutenant Governor - REP,Absentee by Mail,56
DAVID SHAFER  (REP),Glascock,Lieutenant Governor - REP,Absentee by Mail,4
DAVID SHAFER  (REP),Glynn,Lieutenant Governor - REP,Absentee by Mail,73
DAVID SHAFER  (REP),Gordon,Lieutenant Governor - REP,Absentee by Mail,51
DAVID SHAFER  (REP),Grady,Lieutenant Governor - REP,Absentee by Mail,19
DAVID SHAFER  (REP),Greene,Lieutenant Governor - REP,Absentee by Mail,16
DAVID SHAFER  (REP),Gwinnett,Lieutenant Governor - REP,Absentee by Mail,651
DAVID SHAFER  (REP),Habersham,Lieutenant Governor - REP,Absentee by Mail,196
DAVID SHAFER  (REP),Hall,Lieutenant Governor - REP,Absentee by Mail,285
DAVID SHAFER  (REP),Hancock,Lieutenant Governor - REP,Absentee by Mail,4
DAVID SHAFER  (REP),Haralson,Lieutenant Governor - REP,Absentee by Mail,23
DAVID SHAFER  (REP),Harris,Lieutenant Governor - REP,Absentee by Mail,37
DAVID SHAFER  (REP),Hart,Lieutenant Governor - REP,Absentee by Mail,10
DAVID SHAFER  (REP),Heard,Lieutenant Governor - REP,Absentee by Mail,67
DAVID SHAFER  (REP),Henry,Lieutenant Governor - REP,Absentee by Mail,189
DAVID SHAFER  (REP),Houston,Lieutenant Governor - REP,Absentee by Mail,88
DAVID SHAFER  (REP),Irwin,Lieutenant Governor - REP,Absentee by Mail,5
DAVID SHAFER  (REP),Jackson,Lieutenant Governor - REP,Absentee by Mail,78
DAVID SHAFER  (REP),Jasper,Lieutenant Governor - REP,Absentee by Mail,31
DAVID SHAFER  (REP),Jeff Davis,Lieutenant Governor - REP,Absentee by Mail,9
DAVID SHAFER  (REP),Jefferson,Lieutenant Governor - REP,Absentee by Mail,19
DAVID SHAFER  (REP),Jenkins,Lieutenant Governor - REP,Absentee by Mail,6
DAVID SHAFER  (REP),Johnson,Lieutenant Governor - REP,Absentee by Mail,11
DAVID SHAFER  (REP),Jones,Lieutenant Governor - REP,Absentee by Mail,82
DAVID SHAFER  (REP),Lamar,Lieutenant Governor - REP,Absentee by Mail,31
DAVID SHAFER  (REP),Lanier,Lieutenant Governor - REP,Absentee by Mail,15
DAVID SHAFER  (REP),Laurens,Lieutenant Governor - REP,Absentee by Mail,130
DAVID SHAFER  (REP),Lee,Lieutenant Governor - REP,Absentee by Mail,16
DAVID SHAFER  (REP),Liberty,Lieutenant Governor - REP,Absentee by Mail,7
DAVID SHAFER  (REP),Lincoln,Lieutenant Governor - REP,Absentee by Mail,12
DAVID SHAFER  (REP),Long,Lieutenant Governor - REP,Absentee by Mail,1
DAVID SHAFER  (REP),Lowndes,Lieutenant Governor - REP,Absentee by Mail,31
DAVID SHAFER  (REP),Lumpkin,Lieutenant Governor - REP,Absentee by Mail,49
DAVID SHAFER  (REP),Macon,Lieutenant Governor - REP,Absentee by Mail,3
DAVID SHAFER  (REP),Madison,Lieutenant Governor - REP,Absentee by Mail,63
DAVID SHAFER  (REP),Marion,Lieutenant Governor - REP,Absentee by Mail,1
DAVID SHAFER  (REP),McDuffie,Lieutenant Governor - REP,Absentee by Mail,81
DAVID SHAFER  (REP),McIntosh,Lieutenant Governor - REP,Absentee by Mail,28
DAVID SHAFER  (REP),Meriwether,Lieutenant Governor - REP,Absentee by Mail,15
DAVID SHAFER  (REP),Miller,Lieutenant Governor - REP,Absentee by Mail,6
DAVID SHAFER  (REP),Mitchell,Lieutenant Governor - REP,Absentee by Mail,11
DAVID SHAFER  (REP),Monroe,Lieutenant Governor - REP,Absentee by Mail,40
DAVID SHAFER  (REP),Montgomery,Lieutenant Governor - REP,Absentee by Mail,18
DAVID SHAFER  (REP),Morgan,Lieutenant Governor - REP,Absentee by Mail,29
DAVID SHAFER  (REP),Murray,Lieutenant Governor - REP,Absentee by Mail,12
DAVID SHAFER  (REP),Muscogee,Lieutenant Governor - REP,Absentee by Mail,174
DAVID SHAFER  (REP),Newton,Lieutenant Governor - REP,Absentee by Mail,78
DAVID SHAFER  (REP),Oconee,Lieutenant Governor - REP,Absentee by Mail,64
DAVID SHAFER  (REP),Oglethorpe,Lieutenant Governor - REP,Absentee by Mail,76
DAVID SHAFER  (REP),Paulding,Lieutenant Governor - REP,Absentee by Mail,290
DAVID SHAFER  (REP),Peach,Lieutenant Governor - REP,Absentee by Mail,22
DAVID SHAFER  (REP),Pickens,Lieutenant Governor - REP,Absentee by Mail,8
DAVID SHAFER  (REP),Pierce,Lieutenant Governor - REP,Absentee by Mail,32
DAVID SHAFER  (REP),Pike,Lieutenant Governor - REP,Absentee by Mail,58
DAVID SHAFER  (REP),Polk,Lieutenant Governor - REP,Absentee by Mail,37
DAVID SHAFER  (REP),Pulaski,Lieutenant Governor - REP,Absentee by Mail,5
DAVID SHAFER  (REP),Putnam,Lieutenant Governor - REP,Absentee by Mail,43
DAVID SHAFER  (REP),Quitman,Lieutenant Governor - REP,Absentee by Mail,8
DAVID SHAFER  (REP),Rabun,Lieutenant Governor - REP,Absentee by Mail,200
DAVID SHAFER  (REP),Randolph,Lieutenant Governor - REP,Absentee by Mail,5
DAVID SHAFER  (REP),Richmond,Lieutenant Governor - REP,Absentee by Mail,138
DAVID SHAFER  (REP),Rockdale,Lieutenant Governor - REP,Absentee by Mail,62
DAVID SHAFER  (REP),Schley,Lieutenant Governor - REP,Absentee by Mail,2
DAVID SHAFER  (REP),Screven,Lieutenant Governor - REP,Absentee by Mail,6
DAVID SHAFER  (REP),Seminole,Lieutenant Governor - REP,Absentee by Mail,10
DAVID SHAFER  (REP),Spalding,Lieutenant Governor - REP,Absentee by Mail,59
DAVID SHAFER  (REP),Stephens,Lieutenant Governor - REP,Absentee by Mail,83
DAVID SHAFER  (REP),Stewart,Lieutenant Governor - REP,Absentee by Mail,4
DAVID SHAFER  (REP),Sumter,Lieutenant Governor - REP,Absentee by Mail,17
DAVID SHAFER  (REP),Talbot,Lieutenant Governor - REP,Absentee by Mail,3
DAVID SHAFER  (REP),Taliaferro,Lieutenant Governor - REP,Absentee by Mail,1
DAVID SHAFER  (REP),Tattnall,Lieutenant Governor - REP,Absentee by Mail,28
DAVID SHAFER  (REP),Taylor,Lieutenant Governor - REP,Absentee by Mail,10
DAVID SHAFER  (REP),Telfair,Lieutenant Governor - REP,Absentee by Mail,8
DAVID SHAFER  (REP),Terrell,Lieutenant Governor - REP,Absentee by Mail,18
DAVID SHAFER  (REP),Thomas,Lieutenant Governor - REP,Absentee by Mail,19
DAVID SHAFER  (REP),Tift,Lieutenant Governor - REP,Absentee by Mail,20
DAVID SHAFER  (REP),Toombs,Lieutenant Governor - REP,Absentee by Mail,19
DAVID SHAFER  (REP),Towns,Lieutenant Governor - REP,Absentee by Mail,21
DAVID SHAFER  (REP),Treutlen,Lieutenant Governor - REP,Absentee by Mail,6
DAVID SHAFER  (REP),Troup,Lieutenant Governor - REP,Absentee by Mail,86
DAVID SHAFER  (REP),Turner,Lieutenant Governor - REP,Absentee by Mail,3
DAVID SHAFER  (REP),Twiggs,Lieutenant Governor - REP,Absentee by Mail,7
DAVID SHAFER  (REP),Union,Lieutenant Governor - REP,Absentee by Mail,36
DAVID SHAFER  (REP),Upson,Lieutenant Governor - REP,Absentee by Mail,25
DAVID SHAFER  (REP),Walker,Lieutenant Governor - REP,Absentee by Mail,59
DAVID SHAFER  (REP),Walton,Lieutenant Governor - REP,Absentee by Mail,122
DAVID SHAFER  (REP),Ware,Lieutenant Governor - REP,Absentee by Mail,35
DAVID SHAFER  (REP),Warren,Lieutenant Governor - REP,Absentee by Mail,6
DAVID SHAFER  (REP),Washington,Lieutenant Governor - REP,Absentee by Mail,10
DAVID SHAFER  (REP),Wayne,Lieutenant Governor - REP,Absentee by Mail,59
DAVID SHAFER  (REP),Webster,Lieutenant Governor - REP,Absentee by Mail,3
DAVID SHAFER  (REP),Wheeler,Lieutenant Governor - REP,Absentee by Mail,5
DAVID SHAFER  (REP),White,Lieutenant Governor - REP,Absentee by Mail,125
DAVID SHAFER  (REP),Whitfield,Lieutenant Governor - REP,Absentee by Mail,42
DAVID SHAFER  (REP),Wilcox,Lieutenant Governor - REP,Absentee by Mail,34
DAVID SHAFER  (REP),Wilkes,Lieutenant Governor - REP,Absentee by Mail,7
DAVID SHAFER  (REP),Wilkinson,Lieutenant Governor - REP,Absentee by Mail,9
DAVID SHAFER  (REP),Worth,Lieutenant Governor - REP,Absentee by Mail,21
DAVID SHAFER  (REP),Appling,Lieutenant Governor - REP,Advance in Person,228
DAVID SHAFER  (REP),Atkinson,Lieutenant Governor - REP,Advance in Person,71
DAVID SHAFER  (REP),Bacon,Lieutenant Governor - REP,Advance in Person,186
DAVID SHAFER  (REP),Baker,Lieutenant Governor - REP,Advance in Person,29
DAVID SHAFER  (REP),Baldwin,Lieutenant Governor - REP,Advance in Person,388
DAVID SHAFER  (REP),Banks,Lieutenant Governor - REP,Advance in Person,243
DAVID SHAFER  (REP),Barrow,Lieutenant Governor - REP,Advance in Person,698
DAVID SHAFER  (REP),Bartow,Lieutenant Governor - REP,Advance in Person,762
DAVID SHAFER  (REP),Ben Hill,Lieutenant Governor - REP,Advance in Person,170
DAVID SHAFER  (REP),Berrien,Lieutenant Governor - REP,Advance in Person,295
DAVID SHAFER  (REP),Bibb,Lieutenant Governor - REP,Advance in Person,574
DAVID SHAFER  (REP),Bleckley,Lieutenant Governor - REP,Advance in Person,166
DAVID SHAFER  (REP),Brantley,Lieutenant Governor - REP,Advance in Person,95
DAVID SHAFER  (REP),Brooks,Lieutenant Governor - REP,Advance in Person,95
DAVID SHAFER  (REP),Bryan,Lieutenant Governor - REP,Advance in Person,306
DAVID SHAFER  (REP),Bulloch,Lieutenant Governor - REP,Advance in Person,492
DAVID SHAFER  (REP),Burke,Lieutenant Governor - REP,Advance in Person,115
DAVID SHAFER  (REP),Butts,Lieutenant Governor - REP,Advance in Person,627
DAVID SHAFER  (REP),Calhoun,Lieutenant Governor - REP,Advance in Person,18
DAVID SHAFER  (REP),Camden,Lieutenant Governor - REP,Advance in Person,262
DAVID SHAFER  (REP),Candler,Lieutenant Governor - REP,Advance in Person,116
DAVID SHAFER  (REP),Carroll,Lieutenant Governor - REP,Advance in Person,990
DAVID SHAFER  (REP),Catoosa,Lieutenant Governor - REP,Advance in Person,463
DAVID SHAFER  (REP),Charlton,Lieutenant Governor - REP,Advance in Person,58
DAVID SHAFER  (REP),Chatham,Lieutenant Governor - REP,Advance in Person,704
DAVID SHAFER  (REP),Chattahoochee,Lieutenant Governor - REP,Advance in Person,21
DAVID SHAFER  (REP),Chattooga,Lieutenant Governor - REP,Advance in Person,155
DAVID SHAFER  (REP),Cherokee,Lieutenant Governor - REP,Advance in Person,1524
DAVID SHAFER  (REP),Clarke,Lieutenant Governor - REP,Advance in Person,515
DAVID SHAFER  (REP),Clay,Lieutenant Governor - REP,Advance in Person,62
DAVID SHAFER  (REP),Clayton,Lieutenant Governor - REP,Advance in Person,483
DAVID SHAFER  (REP),Clinch,Lieutenant Governor - REP,Advance in Person,53
DAVID SHAFER  (REP),Cobb,Lieutenant Governor - REP,Advance in Person,4791
DAVID SHAFER  (REP),Coffee,Lieutenant Governor - REP,Advance in Person,373
DAVID SHAFER  (REP),Colquitt,Lieutenant Governor - REP,Advance in Person,276
DAVID SHAFER  (REP),Columbia,Lieutenant Governor - REP,Advance in Person,2617
DAVID SHAFER  (REP),Cook,Lieutenant Governor - REP,Advance in Person,148
DAVID SHAFER  (REP),Coweta,Lieutenant Governor - REP,Advance in Person,1159
DAVID SHAFER  (REP),Crawford,Lieutenant Governor - REP,Advance in Person,77
DAVID SHAFER  (REP),Crisp,Lieutenant Governor - REP,Advance in Person,200
DAVID SHAFER  (REP),Dade,Lieutenant Governor - REP,Advance in Person,160
DAVID SHAFER  (REP),Dawson,Lieutenant Governor - REP,Advance in Person,468
DAVID SHAFER  (REP),Decatur,Lieutenant Governor - REP,Advance in Person,176
DAVID SHAFER  (REP),DeKalb,Lieutenant Governor - REP,Advance in Person,590
DAVID SHAFER  (REP),Dodge,Lieutenant Governor - REP,Advance in Person,214
DAVID SHAFER  (REP),Dooly,Lieutenant Governor - REP,Advance in Person,73
DAVID SHAFER  (REP),Dougherty,Lieutenant Governor - REP,Advance in Person,170
DAVID SHAFER  (REP),Douglas,Lieutenant Governor - REP,Advance in Person,1155
DAVID SHAFER  (REP),Early,Lieutenant Governor - REP,Advance in Person,126
DAVID SHAFER  (REP),Echols,Lieutenant Governor - REP,Advance in Person,64
DAVID SHAFER  (REP),Effingham,Lieutenant Governor - REP,Advance in Person,277
DAVID SHAFER  (REP),Elbert,Lieutenant Governor - REP,Advance in Person,263
DAVID SHAFER  (REP),Emanuel,Lieutenant Governor - REP,Advance in Person,157
DAVID SHAFER  (REP),Evans,Lieutenant Governor - REP,Advance in Person,171
DAVID SHAFER  (REP),Fannin,Lieutenant Governor - REP,Advance in Person,573
DAVID SHAFER  (REP),Fayette,Lieutenant Governor - REP,Advance in Person,1707
DAVID SHAFER  (REP),Floyd,Lieutenant Governor - REP,Advance in Person,694
DAVID SHAFER  (REP),Forsyth,Lieutenant Governor - REP,Advance in Person,2270
DAVID SHAFER  (REP),Franklin,Lieutenant Governor - REP,Advance in Person,251
DAVID SHAFER  (REP),Fulton,Lieutenant Governor - REP,Advance in Person,5161
DAVID SHAFER  (REP),Gilmer,Lieutenant Governor - REP,Advance in Person,424
DAVID SHAFER  (REP),Glascock,Lieutenant Governor - REP,Advance in Person,50
DAVID SHAFER  (REP),Glynn,Lieutenant Governor - REP,Advance in Person,1465
DAVID SHAFER  (REP),Gordon,Lieutenant Governor - REP,Advance in Person,465
DAVID SHAFER  (REP),Grady,Lieutenant Governor - REP,Advance in Person,205
DAVID SHAFER  (REP),Greene,Lieutenant Governor - REP,Advance in Person,419
DAVID SHAFER  (REP),Gwinnett,Lieutenant Governor - REP,Advance in Person,2421
DAVID SHAFER  (REP),Habersham,Lieutenant Governor - REP,Advance in Person,1017
DAVID SHAFER  (REP),Hall,Lieutenant Governor - REP,Advance in Person,2224
DAVID SHAFER  (REP),Hancock,Lieutenant Governor - REP,Advance in Person,17
DAVID SHAFER  (REP),Haralson,Lieutenant Governor - REP,Advance in Person,250
DAVID SHAFER  (REP),Harris,Lieutenant Governor - REP,Advance in Person,256
DAVID SHAFER  (REP),Hart,Lieutenant Governor - REP,Advance in Person,264
DAVID SHAFER  (REP),Heard,Lieutenant Governor - REP,Advance in Person,105
DAVID SHAFER  (REP),Henry,Lieutenant Governor - REP,Advance in Person,2206
DAVID SHAFER  (REP),Houston,Lieutenant Governor - REP,Advance in Person,1231
DAVID SHAFER  (REP),Irwin,Lieutenant Governor - REP,Advance in Person,127
DAVID SHAFER  (REP),Jackson,Lieutenant Governor - REP,Advance in Person,996
DAVID SHAFER  (REP),Jasper,Lieutenant Governor - REP,Advance in Person,298
DAVID SHAFER  (REP),Jeff Davis,Lieutenant Governor - REP,Advance in Person,109
DAVID SHAFER  (REP),Jefferson,Lieutenant Governor - REP,Advance in Person,74
DAVID SHAFER  (REP),Jenkins,Lieutenant Governor - REP,Advance in Person,68
DAVID SHAFER  (REP),Johnson,Lieutenant Governor - REP,Advance in Person,86
DAVID SHAFER  (REP),Jones,Lieutenant Governor - REP,Advance in Person,294
DAVID SHAFER  (REP),Lamar,Lieutenant Governor - REP,Advance in Person,238
DAVID SHAFER  (REP),Lanier,Lieutenant Governor - REP,Advance in Person,159
DAVID SHAFER  (REP),Laurens,Lieutenant Governor - REP,Advance in Person,355
DAVID SHAFER  (REP),Lee,Lieutenant Governor - REP,Advance in Person,264
DAVID SHAFER  (REP),Liberty,Lieutenant Governor - REP,Advance in Person,188
DAVID SHAFER  (REP),Lincoln,Lieutenant Governor - REP,Advance in Person,123
DAVID SHAFER  (REP),Long,Lieutenant Governor - REP,Advance in Person,69
DAVID SHAFER  (REP),Lowndes,Lieutenant Governor - REP,Advance in Person,651
DAVID SHAFER  (REP),Lumpkin,Lieutenant Governor - REP,Advance in Person,607
DAVID SHAFER  (REP),Macon,Lieutenant Governor - REP,Advance in Person,55
DAVID SHAFER  (REP),Madison,Lieutenant Governor - REP,Advance in Person,457
DAVID SHAFER  (REP),Marion,Lieutenant Governor - REP,Advance in Person,40
DAVID SHAFER  (REP),McDuffie,Lieutenant Governor - REP,Advance in Person,185
DAVID SHAFER  (REP),McIntosh,Lieutenant Governor - REP,Advance in Person,220
DAVID SHAFER  (REP),Meriwether,Lieutenant Governor - REP,Advance in Person,107
DAVID SHAFER  (REP),Miller,Lieutenant Governor - REP,Advance in Person,132
DAVID SHAFER  (REP),Mitchell,Lieutenant Governor - REP,Advance in Person,156
DAVID SHAFER  (REP),Monroe,Lieutenant Governor - REP,Advance in Person,415
DAVID SHAFER  (REP),Montgomery,Lieutenant Governor - REP,Advance in Person,119
DAVID SHAFER  (REP),Morgan,Lieutenant Governor - REP,Advance in Person,336
DAVID SHAFER  (REP),Murray,Lieutenant Governor - REP,Advance in Person,164
DAVID SHAFER  (REP),Muscogee,Lieutenant Governor - REP,Advance in Person,673
DAVID SHAFER  (REP),Newton,Lieutenant Governor - REP,Advance in Person,905
DAVID SHAFER  (REP),Oconee,Lieutenant Governor - REP,Advance in Person,1027
DAVID SHAFER  (REP),Oglethorpe,Lieutenant Governor - REP,Advance in Person,275
DAVID SHAFER  (REP),Paulding,Lieutenant Governor - REP,Advance in Person,2450
DAVID SHAFER  (REP),Peach,Lieutenant Governor - REP,Advance in Person,201
DAVID SHAFER  (REP),Pickens,Lieutenant Governor - REP,Advance in Person,599
DAVID SHAFER  (REP),Pierce,Lieutenant Governor - REP,Advance in Person,275
DAVID SHAFER  (REP),Pike,Lieutenant Governor - REP,Advance in Person,267
DAVID SHAFER  (REP),Polk,Lieutenant Governor - REP,Advance in Person,360
DAVID SHAFER  (REP),Pulaski,Lieutenant Governor - REP,Advance in Person,165
DAVID SHAFER  (REP),Putnam,Lieutenant Governor - REP,Advance in Person,368
DAVID SHAFER  (REP),Quitman,Lieutenant Governor - REP,Advance in Person,61
DAVID SHAFER  (REP),Rabun,Lieutenant Governor - REP,Advance in Person,432
DAVID SHAFER  (REP),Randolph,Lieutenant Governor - REP,Advance in Person,72
DAVID SHAFER  (REP),Richmond,Lieutenant Governor - REP,Advance in Person,375
DAVID SHAFER  (REP),Rockdale,Lieutenant Governor - REP,Advance in Person,961
DAVID SHAFER  (REP),Schley,Lieutenant Governor - REP,Advance in Person,64
DAVID SHAFER  (REP),Screven,Lieutenant Governor - REP,Advance in Person,102
DAVID SHAFER  (REP),Seminole,Lieutenant Governor - REP,Advance in Person,134
DAVID SHAFER  (REP),Spalding,Lieutenant Governor - REP,Advance in Person,793
DAVID SHAFER  (REP),Stephens,Lieutenant Governor - REP,Advance in Person,714
DAVID SHAFER  (REP),Stewart,Lieutenant Governor - REP,Advance in Person,33
DAVID SHAFER  (REP),Sumter,Lieutenant Governor - REP,Advance in Person,230
DAVID SHAFER  (REP),Talbot,Lieutenant Governor - REP,Advance in Person,18
DAVID SHAFER  (REP),Taliaferro,Lieutenant Governor - REP,Advance in Person,8
DAVID SHAFER  (REP),Tattnall,Lieutenant Governor - REP,Advance in Person,143
DAVID SHAFER  (REP),Taylor,Lieutenant Governor - REP,Advance in Person,114
DAVID SHAFER  (REP),Telfair,Lieutenant Governor - REP,Advance in Person,116
DAVID SHAFER  (REP),Terrell,Lieutenant Governor - REP,Advance in Person,67
DAVID SHAFER  (REP),Thomas,Lieutenant Governor - REP,Advance in Person,318
DAVID SHAFER  (REP),Tift,Lieutenant Governor - REP,Advance in Person,439
DAVID SHAFER  (REP),Toombs,Lieutenant Governor - REP,Advance in Person,258
DAVID SHAFER  (REP),Towns,Lieutenant Governor - REP,Advance in Person,307
DAVID SHAFER  (REP),Treutlen,Lieutenant Governor - REP,Advance in Person,56
DAVID SHAFER  (REP),Troup,Lieutenant Governor - REP,Advance in Person,573
DAVID SHAFER  (REP),Turner,Lieutenant Governor - REP,Advance in Person,94
DAVID SHAFER  (REP),Twiggs,Lieutenant Governor - REP,Advance in Person,55
DAVID SHAFER  (REP),Union,Lieutenant Governor - REP,Advance in Person,480
DAVID SHAFER  (REP),Upson,Lieutenant Governor - REP,Advance in Person,374
DAVID SHAFER  (REP),Walker,Lieutenant Governor - REP,Advance in Person,168
